order_count_180d,revenue_180d,payment_value_180d,freight_value_180d,item_count_180d,avg_payment_type_count_180d,avg_installments_180d,avg_review_score_180d,review_count_180d,avg_delivery_delay_180d,late_delivery_rate_180d,unique_products_180d,unique_categories_180d,unique_sellers_180d,recency_days,customer_lifetime_days,avg_order_value_180d,orders_per_month_180d,revenue_per_month_180d
0.73764384,0.020845862,0.2807375,0.011611245,0.21024431,0.0019352428,0.032626376,0.022911623,0.010787138,-0.097292975,0.0,0.01563178,0.0003105728,0.0023106756,0.10482414,0.057261344,-0.03538721,0.003728806,0.00562612
0.73909163,0.008246716,0.35726315,0.085220106,0.21019864,0.0012677184,0.026741328,0.0077920663,0.010787138,-0.012696304,0.0,0.018592779,0.0003105728,0.0023106756,-0.022753093,0.031828675,-0.016207539,0.003728806,0.00562612
0.7414752,9.175652e-06,0.28688475,0.10795545,0.20629162,0.0012677184,-0.099694125,0.15001172,0.010745197,-0.009060793,0.0,0.017618513,0.0004528882,0.0023106756,0.124162145,0.044010993,-0.033409674,0.003728806,0.0087485
0.7405619,0.014386906,0.26196215,0.09495371,0.21088432,0.0012677184,-0.09545906,0.027489783,0.012192174,0.05944839,0.0,0.017606944,0.0004528882,0.0025083534,0.12665085,0.047278877,-0.034759637,0.0037668971,0.008531622
0.7419758,0.022846667,0.28624588,0.02455451,0.17572306,0.0017073549,0.020912934,0.16345145,0.015117542,-0.016070647,0.0,0.013169506,0.0003105728,0.0023106756,0.10778087,0.049513873,-0.015224772,0.003728806,-0.00030111987
0.7419366,-0.041974474,0.32150614,-0.08422813,0.15886803,0.0019352428,-0.04726695,0.16252506,0.016063271,-0.009997232,0.0,0.016949711,0.0004528882,0.002483165,0.12337087,0.058128145,0.26750946,0.005001896,-0.01778409
0.74492216,0.07564847,0.22490913,0.09187639,0.20608115,0.0012677184,0.04894346,0.15251805,0.010787138,0.003650937,0.0,0.015477631,0.0003105728,0.0023106756,0.10491585,0.04574781,0.036604494,0.003728806,0.003589861
0.74322957,0.023748634,0.28105274,0.10367592,0.20657733,0.0012677184,0.015862593,0.14936586,0.012234115,-0.03290884,0.0,0.013169506,0.0004528882,0.0023106756,0.12966248,0.044552475,-0.024438143,0.003728806,0.011091178
0.73189664,0.006354505,0.27102074,-0.28006506,0.20388786,0.0012677184,0.038668934,0.09711763,0.012116934,-0.007871632,0.0,0.017816084,0.0003105728,0.0023106756,-0.011063175,0.036900774,-0.020738298,0.003728806,0.00562612
0.74013376,0.014577078,0.27317256,0.009247055,0.21162164,0.0019352428,0.03474319,0.0096598705,0.010787138,0.004596879,0.0,0.01815646,0.023030533,0.0023106756,0.030589305,0.054465935,-0.024151776,0.003728806,0.008914189
0.7448305,0.10055812,0.27262437,0.011296064,0.21132533,0.0019352428,0.04924228,0.022917867,0.010373518,0.15881129,0.0,0.015385656,0.0010086538,0.0025083534,0.1455428,0.053932097,0.074540064,0.0037668971,0.002987522
0.7383915,-0.0013375082,0.3500776,0.0036775495,0.2115628,0.0019352428,0.03211351,0.0056311805,0.010787138,0.01202241,0.0,0.018911256,0.0003105728,0.0023106756,-0.033382226,0.044184774,-0.033573024,0.003728806,0.0057303715
0.73815507,-0.0006902234,0.16126513,0.010901233,0.21161683,0.0019352428,0.045430224,0.012764138,0.010787138,0.008712503,0.0,0.01762222,0.0003105728,0.0023106756,0.031413525,0.053801656,-0.02084978,0.003728806,0.001151032
0.74078304,-0.0050002495,0.2752993,0.016471123,0.19083458,0.0019352428,0.03837059,0.16380818,0.010787138,0.014975739,0.0,0.015323997,0.0003105728,0.0023106756,0.101777665,0.049045324,-0.003316302,0.003728806,0.0032274977
0.7401883,0.0115131065,0.2682916,0.104727425,0.21156827,0.0012677184,0.033188682,0.015297041,0.010787138,-0.00032986968,0.0,0.015312428,0.0003105728,0.0023106756,0.1388816,0.046355028,-0.034254897,0.003728806,0.0075366204
0.7422795,0.013457211,0.29455534,0.007794554,0.20701088,0.0019352428,0.039356463,0.16341782,0.012234115,-0.040357713,0.0,0.015643349,0.0003105728,0.0023106756,0.14911355,0.056272797,-0.026996374,0.003728806,0.009983432
0.74050623,0.014442671,0.27401942,0.009648771,0.21161683,0.0019352428,0.03982889,0.029586935,0.012234115,0.063057765,0.0,0.01563178,0.023030533,0.0025083534,0.11090698,0.063539065,-0.026565282,0.0037668971,0.008281434
0.74384695,0.0998636,0.2577362,0.06737027,0.20617905,0.0012677184,0.050796516,0.17523524,0.010787138,0.011704286,0.0,0.015477631,0.0003105728,0.0023106756,0.03519278,0.0398862,0.043215048,0.003728806,0.001151032
0.7444054,-0.04868393,0.35387763,0.034647804,0.21952248,0.0019352428,-0.03105563,0.08797224,0.01654085,-0.0875656,0.0,0.014974548,0.0004528882,0.0027907812,0.1145667,0.05126821,0.28307644,0.004900604,-0.007420703
0.7308112,0.009424368,0.18314843,-0.30652812,0.20387349,0.0012677184,0.04106544,0.111652985,0.012116934,-0.02570532,0.0,0.014904253,0.0003105728,0.0023106756,0.033523675,0.039861366,-0.038941223,0.003728806,0.0032274977
0.7337427,-0.01155465,0.35689917,0.027210303,0.18641391,0.0019352428,-0.040572736,0.11609136,0.01654085,-0.017167244,0.0,-0.08712823,0.0004528882,0.0023106756,0.12299032,0.045938373,-0.0083879735,0.004364435,-0.019245528
0.74220616,0.018046658,0.2821064,0.094600074,0.20712274,0.0012677184,0.035885103,0.14700814,0.010787138,0.013256342,0.0,0.015642473,0.0003105728,0.0023106756,0.10303606,0.05652587,-0.034631077,0.003728806,0.00562612
